file_id,cell_line
1808,HeLa
1809,RT4
1810,PC-3
1811,PC-3
1812,A549
1813,PC-3
1814,CACO-2
1815,HeLa
1816,U-251 MG
1817,RT4
1818,HEK 293
1819,CACO-2
1820,CACO-2
1821,U-2 OS
1822,U-2 OS
1823,HeLa
1824,HEK 293
1825,HEK 293
1826,CACO-2
1827,HEK 293
1828,RT4
1829,CACO-2
1830,HEK 293
1831,MCF7
1832,HeLa
1833,CACO-2
1834,RT4
1835,U-251 MG
1836,MCF7
1837,A549
1838,RT4
1839,HeLa
1840,A549
1841,CACO-2
1842,U-251 MG
1843,MCF7
1844,A549
1845,RT4
1846,HEK 293
1847,PC-3
1848,HeLa
1849,RT4
1850,HEK 293
1851,RT4
1852,RT4
1853,RT4
1854,U-2 OS
1855,RT4
1856,HEK 293
1857,HeLa
1858,RT4
1859,HEK 293
1860,MCF7
1861,PC-3
1862,U-2 OS
1863,HEK 293
1864,U-2 OS
1865,PC-3
1866,HeLa
1867,A549
1868,MCF7
1869,RT4
1870,MCF7
1871,PC-3
1872,RT4
1873,U-2 OS
1874,A549
1875,U-251 MG
1876,HeLa
1877,U-251 MG
1878,RT4
1879,PC-3
1880,HeLa
1881,MCF7
1882,CACO-2
1883,RT4
1884,A549
1885,RT4
1886,HeLa
1887,HEK 293
1888,MCF7
1889,RT4
1890,CACO-2
1891,CACO-2
1892,CACO-2
1893,U-251 MG
1894,U-251 MG
1895,CACO-2
1896,U-2 OS
1897,RT4
1898,CACO-2
1899,RT4
1900,CACO-2
1901,CACO-2
1902,MCF7
1903,HEK 293
1904,HeLa
1905,RT4
1906,U-251 MG
1907,RT4
1908,U-2 OS
1909,U-2 OS
1910,PC-3
1911,HeLa
1912,HEK 293
1913,U-2 OS
1914,HEK 293
1915,U-2 OS
1916,HEK 293
1917,HEK 293
1918,CACO-2
1919,CACO-2
1920,CACO-2
1921,HEK 293
1922,U-2 OS
1923,MCF7
1924,CACO-2
1925,U-2 OS
1926,HEK 293
1927,MCF7
1928,HEK 293
1929,U-251 MG
1930,U-251 MG
1931,CACO-2
1932,MCF7
1933,U-2 OS
1934,CACO-2
1935,RT4
1936,HEK 293
1937,RT4
1938,RT4
1939,RT4
1940,CACO-2
1941,U-2 OS
1942,CACO-2
1943,MCF7
1944,PC-3
1945,HEK 293
1946,RT4
1947,RT4
1948,CACO-2
1949,PC-3
1950,CACO-2
1951,RT4
1952,U-251 MG
1953,HEK 293
1954,CACO-2
1955,RT4
1956,A549
1957,CACO-2
1958,HEK 293
1959,U-2 OS
1960,HEK 293
1961,U-2 OS
1962,RT4
1963,RT4
1964,U-251 MG
1965,A549
1966,U-251 MG
1967,CACO-2
1968,HEK 293
1969,MCF7
1970,HEK 293
1971,PC-3
1972,HEK 293
1973,HeLa
1974,PC-3
1975,U-251 MG
1976,HEK 293
1977,HeLa
1978,CACO-2
1979,U-251 MG
1980,U-251 MG
1981,A549
1982,MCF7
1983,CACO-2
1984,A549
1985,U-251 MG
1986,U-2 OS
1987,CACO-2
1988,CACO-2
1989,MCF7
1990,HEK 293
1991,MCF7
1992,U-2 OS
1993,CACO-2
1994,MCF7
1995,HEK 293
1996,HEK 293
1997,HEK 293
1998,U-2 OS
1999,A549
2000,MCF7
2001,RT4
2002,RT4
2003,PC-3
2004,HeLa
2005,HeLa
2006,MCF7
2007,HEK 293
2008,HEK 293
2009,RT4
2010,CACO-2
2011,PC-3
2012,U-251 MG
2013,PC-3
2014,RT4
2015,PC-3
2016,U-2 OS
2017,RT4
2018,HEK 293
2019,RT4
2020,CACO-2
2021,MCF7
2022,U-2 OS
2023,MCF7
2024,HEK 293
2025,CACO-2
2026,U-251 MG
2027,HEK 293
2028,U-2 OS
2029,RT4
2030,RT4
2031,RT4
2032,MCF7
2033,CACO-2
2034,PC-3
2035,CACO-2
2036,HEK 293
2037,HeLa
2038,MCF7
2039,MCF7
2040,U-251 MG
2041,U-2 OS
2042,U-2 OS
2043,HeLa
2044,HEK 293
2045,HEK 293
2046,HeLa
2047,RT4
2048,HeLa
2049,HEK 293
2050,CACO-2
2051,PC-3
2052,U-251 MG
2053,RT4
2054,U-2 OS
2055,HEK 293
2056,CACO-2
2057,PC-3
2058,HEK 293
2059,MCF7
2060,CACO-2
2061,HeLa
2062,MCF7
2063,HeLa
2064,RT4
2065,PC-3
2066,RT4
2067,CACO-2
2068,U-251 MG
2069,A549
2070,RT4
2071,MCF7
2072,HEK 293
2073,PC-3
2074,U-251 MG
2075,CACO-2
2076,MCF7
2077,PC-3
2078,RT4
2079,U-2 OS
2080,A549
2081,A549
2082,PC-3
2083,RT4
2084,U-2 OS
2085,CACO-2
2086,A549
2087,CACO-2
2088,RT4
2089,U-251 MG
2090,HEK 293
2091,U-2 OS
2092,RT4
2093,CACO-2
2094,CACO-2
2095,RT4
2096,RT4
2097,CACO-2
2098,MCF7
2099,A549
2100,CACO-2
2101,U-2 OS
2102,CACO-2
2103,A549
2104,HEK 293
2105,U-251 MG
2106,RT4
2107,CACO-2
2108,HeLa
2109,MCF7
2110,HEK 293
2111,RT4
2112,MCF7
2113,U-2 OS
2114,MCF7
2115,RT4
2116,CACO-2
2117,RT4
2118,CACO-2
2119,U-2 OS
2120,RT4
2121,U-251 MG
2122,CACO-2
2123,CACO-2
2124,CACO-2
2125,U-251 MG
2126,HEK 293
2127,RT4
2128,HeLa
2129,HeLa
2130,HEK 293
2131,U-2 OS
2132,CACO-2
2133,U-2 OS
2134,RT4
2135,U-2 OS
2136,U-251 MG
2137,RT4
2138,U-2 OS
2139,HeLa
2140,CACO-2
2141,HEK 293
2142,CACO-2
2143,HeLa
2144,PC-3
2145,U-2 OS
2146,RT4
2147,U-251 MG
2148,HEK 293
2149,CACO-2
2150,RT4
2151,RT4
2152,HeLa
2153,HEK 293
2154,U-2 OS
2155,U-2 OS
2156,CACO-2
2157,HEK 293
2158,CACO-2
2159,MCF7
2160,U-2 OS
2161,RT4
2162,HEK 293
2163,A549
2164,CACO-2
2165,U-251 MG
2166,U-2 OS
2167,PC-3
2168,A549
2169,CACO-2
2170,U-2 OS
2171,HeLa
2172,CACO-2
2173,CACO-2
2174,CACO-2
2175,U-2 OS
2176,U-251 MG
2177,CACO-2
2178,CACO-2
2179,RT4
2180,HEK 293
2181,HEK 293
2182,MCF7
2183,RT4
2184,CACO-2
2185,U-2 OS
2186,A549
2187,U-2 OS
2188,U-251 MG
2189,CACO-2
2190,HeLa
2191,A549
2192,U-2 OS
2193,HEK 293
2194,U-2 OS
2195,RT4
2196,CACO-2
2197,HEK 293
2198,U-251 MG
2199,HEK 293
2200,CACO-2
2201,RT4
2202,U-2 OS
2203,MCF7
2204,A549
2205,PC-3
2206,RT4
2207,RT4
2208,HEK 293
2209,CACO-2
2210,HEK 293
2211,RT4
2212,HEK 293
2213,U-251 MG
2214,HEK 293
2215,HEK 293
2216,CACO-2
2217,RT4
2218,RT4
2219,U-251 MG
2220,HEK 293
2221,U-2 OS
2222,MCF7
2223,MCF7
2224,U-251 MG
2225,RT4
2226,HEK 293
2227,CACO-2
2228,PC-3
2229,RT4
2230,RT4
2231,PC-3
2232,HeLa
2233,MCF7
2234,HeLa
2235,CACO-2
2236,PC-3
2237,RT4
2238,HEK 293
2239,RT4
2240,U-2 OS
2241,A549
2242,MCF7
2243,RT4
2244,HeLa
2245,HEK 293
2246,PC-3
2247,RT4
2248,RT4
2249,A549
2250,HeLa
2251,CACO-2
2252,RT4
2253,RT4
2254,U-251 MG
2255,U-251 MG
2256,PC-3
2257,PC-3
2258,HEK 293
2259,HEK 293
2260,RT4
2261,HEK 293
2262,HeLa
2263,CACO-2
2264,RT4
2265,HeLa
2266,U-251 MG
2267,MCF7
2268,RT4
2269,PC-3
2270,U-2 OS
2271,CACO-2
2272,A549
2273,U-251 MG
2274,RT4
2275,U-2 OS
2276,HEK 293
2277,MCF7
2278,CACO-2
2279,U-251 MG
2280,CACO-2
2281,U-251 MG
2282,A549
2283,CACO-2
2284,CACO-2
2285,MCF7
2286,PC-3
2287,HeLa
2288,PC-3
2289,MCF7
2290,U-2 OS
2291,U-2 OS
2292,RT4
2293,HEK 293
2294,HEK 293
2295,CACO-2
2296,RT4
2297,HeLa
2298,MCF7
2299,CACO-2
2300,PC-3
2301,HeLa
2302,MCF7
2303,CACO-2
2304,HEK 293
2305,U-251 MG
2306,U-2 OS
2307,U-251 MG
2308,U-2 OS
2309,U-251 MG
2310,RT4
2311,HeLa
2312,RT4
2313,HeLa
2314,PC-3
2315,MCF7
2316,U-2 OS
2317,CACO-2
2318,RT4
2319,HEK 293
2320,U-2 OS
2321,RT4
2322,A549
2323,CACO-2
2324,PC-3
2325,U-251 MG
2326,MCF7
2327,HeLa
2328,CACO-2
2329,MCF7
2330,U-2 OS
2331,MCF7
2332,U-251 MG
2333,RT4
2334,RT4
2335,U-2 OS
2336,PC-3
2337,PC-3
2338,PC-3
2339,RT4
2340,CACO-2
2341,HEK 293
2342,HEK 293
2343,RT4
2344,HEK 293
2345,HEK 293
2346,HEK 293
2347,PC-3
2348,HEK 293
2349,HeLa
2350,A549
2351,RT4
2352,RT4
2353,HEK 293
2354,RT4
2355,RT4
2356,HEK 293
2357,RT4
2358,MCF7
2359,MCF7
2360,MCF7
2361,HEK 293
2362,HeLa
2363,RT4
2364,A549
2365,U-2 OS
2366,MCF7
2367,CACO-2
2368,CACO-2
2369,HEK 293
2370,RT4
2371,CACO-2
2372,HEK 293
2373,A549
2374,HeLa
2375,RT4
2376,HEK 293
2377,A549
2378,MCF7
2379,RT4
2380,CACO-2
2381,CACO-2
2382,CACO-2
2383,RT4
2384,U-2 OS
2385,HEK 293
2386,RT4
2387,HeLa
2388,HEK 293
2389,HEK 293
2390,HEK 293
2391,RT4
2392,PC-3
2393,RT4
2394,CACO-2
2395,MCF7
2396,RT4
2397,U-251 MG
2398,RT4
2399,MCF7
2400,U-2 OS
2401,HEK 293
2402,RT4
2403,U-2 OS
2404,RT4
2405,RT4
2406,HEK 293
2407,CACO-2
2408,RT4
2409,HeLa
2410,HEK 293
2411,A549
2412,RT4
2413,MCF7
2414,PC-3
2415,MCF7
2416,HEK 293
2417,RT4
2418,MCF7
2419,HeLa
2420,RT4
2421,HeLa
2422,MCF7
2423,RT4
2424,MCF7
2425,MCF7
2426,RT4
2427,RT4
2428,RT4
2429,CACO-2
2430,RT4
2431,RT4
2432,RT4
2433,RT4
2434,HEK 293
2435,RT4
2436,CACO-2
2437,U-2 OS
2438,U-2 OS
2439,CACO-2
2440,MCF7
2441,HEK 293
2442,CACO-2
2443,U-251 MG
2444,RT4
2445,MCF7
2446,HeLa
2447,RT4
2448,RT4
2449,MCF7
2450,RT4
2451,U-251 MG
2452,RT4
2453,HEK 293
2454,U-251 MG
2455,U-251 MG
2456,RT4
2457,U-2 OS
2458,U-2 OS
2459,HEK 293
2460,HEK 293
2461,CACO-2
2462,RT4
2463,CACO-2
2464,PC-3
2465,MCF7
2466,CACO-2
2467,U-251 MG
2468,MCF7
2469,RT4
2470,A549
2471,HEK 293
2472,RT4
2473,HEK 293
2474,A549
2475,HEK 293
2476,CACO-2
2477,RT4
2478,MCF7
2479,U-251 MG
2480,CACO-2
2481,HEK 293
2482,PC-3
2483,U-2 OS
2484,RT4
2485,HEK 293
2486,A549
2487,PC-3
2488,RT4
2489,CACO-2
2490,A549
2491,U-2 OS
2492,U-2 OS
2493,U-251 MG
2494,PC-3
2495,MCF7
2496,HEK 293
2497,HEK 293
2498,RT4
2499,RT4
2500,U-2 OS
2501,U-2 OS
2502,RT4
2503,RT4
2504,HEK 293
2505,U-2 OS
2506,MCF7
2507,RT4
2508,A549
2509,A549
2510,CACO-2
2511,HeLa
2512,CACO-2
2513,A549
2514,CACO-2
2515,RT4
2516,U-251 MG
2517,U-2 OS
2518,U-251 MG
2519,RT4
2520,CACO-2
2521,U-2 OS
2522,HeLa
2523,RT4
2524,CACO-2
2525,MCF7
2526,MCF7
2527,PC-3
2528,U-2 OS
2529,HEK 293
2530,RT4
2531,A549
2532,PC-3
2533,RT4
2534,CACO-2
2535,MCF7
2536,HeLa
2537,U-2 OS
2538,HeLa
2539,A549
2540,MCF7
2541,RT4
2542,CACO-2
2543,U-251 MG
2544,U-2 OS
2545,HEK 293
2546,PC-3
2547,CACO-2
2548,MCF7
2549,RT4
2550,MCF7
2551,U-2 OS
2552,A549
2553,HEK 293
2554,PC-3
2555,RT4
2556,U-2 OS
2557,U-251 MG
2558,MCF7
2559,CACO-2
2560,MCF7
2561,HEK 293
2562,RT4
2563,U-2 OS
2564,RT4
2565,A549
2566,CACO-2
2567,U-251 MG
2568,U-251 MG
2569,HEK 293
2570,RT4
2571,MCF7
2572,CACO-2
2573,U-251 MG
2574,HEK 293
2575,HEK 293
2576,CACO-2
2577,CACO-2
2578,CACO-2
2579,HeLa
2580,CACO-2
2581,U-2 OS
2582,MCF7
2583,HEK 293
2584,U-2 OS
2585,RT4
2586,RT4
2587,CACO-2
2588,U-2 OS
2589,HeLa
2590,PC-3
2591,HEK 293
2592,RT4
2593,CACO-2
2594,HeLa
2595,MCF7
2596,HEK 293
2597,U-2 OS
2598,U-251 MG
2599,A549
2600,HeLa
2601,MCF7
2602,MCF7
2603,RT4
2604,HEK 293
2605,CACO-2
2606,RT4
2607,HEK 293
2608,CACO-2
2609,HEK 293
2610,PC-3
2611,RT4
2612,RT4
2613,PC-3
2614,CACO-2
2615,RT4
2616,RT4
2617,RT4
2618,U-251 MG
2619,HEK 293
2620,U-2 OS
2621,CACO-2
2622,U-2 OS
2623,PC-3
2624,HEK 293
2625,CACO-2
2626,CACO-2
2627,HEK 293
2628,HEK 293
2629,PC-3
2630,MCF7
2631,PC-3
2632,MCF7
2633,HeLa
2634,HeLa
2635,RT4
2636,PC-3
2637,U-2 OS
2638,HEK 293
2639,HeLa
2640,RT4
2641,HEK 293
2642,U-2 OS
2643,U-251 MG
2644,MCF7
2645,PC-3
2646,MCF7
2647,RT4
2648,RT4
2649,HEK 293
2650,MCF7
2651,CACO-2
2652,HEK 293
2653,MCF7
2654,RT4
2655,CACO-2
2656,HEK 293
2657,PC-3
2658,HEK 293
2659,U-251 MG
2660,A549
2661,RT4
2662,U-251 MG
2663,U-2 OS
2664,A549
2665,RT4
2666,CACO-2
2667,HEK 293
2668,MCF7
2669,HEK 293
2670,RT4
2671,CACO-2
2672,RT4
2673,U-251 MG
2674,RT4
2675,U-2 OS
2676,U-2 OS
2677,PC-3
2678,HEK 293
2679,HEK 293
2680,RT4
2681,HEK 293
2682,HeLa
2683,HEK 293
2684,RT4
2685,MCF7
2686,CACO-2
2687,RT4
2688,RT4
2689,A549
2690,RT4
2691,RT4
2692,CACO-2
2693,RT4
2694,U-2 OS
2695,RT4
2696,CACO-2
2697,RT4
2698,HEK 293
2699,CACO-2
2700,A549
2701,CACO-2
2702,A549
2703,U-2 OS
2704,HeLa
2705,U-2 OS
2706,MCF7
2707,HEK 293
2708,HEK 293
2709,CACO-2
2710,U-251 MG
2711,A549
2712,RT4
2713,HEK 293
2714,MCF7
2715,HEK 293
2716,HEK 293
2717,HEK 293
2718,HEK 293
2719,HeLa
2720,RT4
2721,MCF7
2722,MCF7
2723,RT4
2724,HeLa
2725,MCF7
2726,CACO-2
2727,RT4
2728,U-2 OS
2729,U-251 MG
2730,RT4
2731,PC-3
2732,A549
2733,HEK 293
2734,PC-3
2735,PC-3
2736,CACO-2
2737,CACO-2
2738,PC-3
2739,CACO-2
2740,RT4
2741,RT4
2742,RT4
2743,U-251 MG
2744,A549
2745,U-251 MG
2746,CACO-2
2747,MCF7
2748,PC-3
2749,RT4
2750,CACO-2
2751,HEK 293
2752,PC-3
2753,HEK 293
2754,HeLa
2755,U-251 MG
2756,HEK 293
2757,RT4
2758,A549
2759,PC-3
2760,MCF7
2761,CACO-2
2762,HEK 293
2763,HEK 293
2764,CACO-2
2765,RT4
2766,U-2 OS
2767,RT4
2768,HEK 293
2769,HEK 293
2770,PC-3
2771,RT4
2772,A549
2773,PC-3
2774,RT4
2775,RT4
2776,CACO-2
2777,CACO-2
2778,U-251 MG
2779,RT4
2780,HeLa
2781,CACO-2
2782,RT4
2783,MCF7
2784,HEK 293
2785,A549
2786,HeLa
2787,RT4
2788,MCF7
2789,A549
2790,U-2 OS
2791,MCF7
2792,HEK 293
2793,CACO-2
2794,CACO-2
2795,A549
2796,CACO-2
2797,HeLa
2798,A549
2799,RT4
2800,RT4
2801,RT4
2802,RT4
2803,CACO-2
2804,CACO-2
2805,CACO-2
2806,CACO-2
2807,CACO-2
2808,RT4
2809,HeLa
2810,MCF7
2811,RT4
2812,U-251 MG
2813,RT4
2814,MCF7
2815,HEK 293
2816,A549
2817,HEK 293
2818,MCF7
2819,PC-3
2820,HEK 293
2821,U-2 OS
2822,CACO-2
2823,RT4
2824,U-251 MG
2825,RT4
2826,U-2 OS
2827,PC-3
2828,U-251 MG
2829,PC-3
2830,CACO-2
2831,HeLa
2832,PC-3
2833,HEK 293
2834,U-2 OS
2835,U-2 OS
2836,PC-3
2837,U-251 MG
2838,U-2 OS
2839,HEK 293
2840,U-251 MG
2841,CACO-2
2842,RT4
2843,U-251 MG
2844,MCF7
2845,U-2 OS
2846,U-251 MG
2847,HEK 293
2848,U-251 MG
2849,A549
2850,RT4
2851,RT4
2852,U-251 MG
2853,HEK 293
2854,HEK 293
2855,CACO-2
2856,CACO-2
2857,RT4
2858,RT4
2859,CACO-2
2860,MCF7
2861,HeLa
2862,CACO-2
2863,A549
2864,CACO-2
2865,MCF7
2866,PC-3
2867,RT4
2868,PC-3
2869,CACO-2
2870,A549
2871,RT4
2872,CACO-2
2873,RT4
2874,A549
2875,CACO-2
2876,RT4
2877,MCF7
2878,CACO-2
2879,HEK 293
2880,RT4
2881,RT4
2882,HEK 293
2883,A549
2884,PC-3
2885,CACO-2
2886,A549
2887,CACO-2
2888,RT4
2889,RT4
2890,RT4
2891,U-2 OS
2892,CACO-2
2893,PC-3
2894,HEK 293
2895,CACO-2
2896,HEK 293
2897,U-2 OS
2898,U-251 MG
2899,U-2 OS
2900,CACO-2
2901,PC-3
2902,HEK 293
2903,RT4
2904,U-2 OS
2905,A549
2906,CACO-2
2907,RT4
2908,CACO-2
2909,A549
2910,RT4
2911,U-251 MG
2912,HEK 293
2913,A549
2914,RT4
2915,CACO-2
2916,CACO-2
2917,MCF7
2918,HEK 293
2919,HEK 293
2920,HEK 293
2921,PC-3
2922,HEK 293
2923,HEK 293
2924,A549
2925,RT4
2926,MCF7
2927,MCF7
2928,A549
2929,CACO-2
2930,HeLa
2931,RT4
2932,A549
2933,HEK 293
2934,PC-3
2935,CACO-2
2936,RT4
2937,U-2 OS
2938,CACO-2
2939,RT4
2940,RT4
2941,RT4
2942,CACO-2
2943,RT4
2944,HeLa
2945,RT4
2946,U-2 OS
2947,RT4
2948,HEK 293
2949,U-251 MG
2950,HeLa
2951,U-2 OS
2952,A549
2953,CACO-2
2954,CACO-2
2955,RT4
2956,PC-3
2957,MCF7
2958,HEK 293
2959,HeLa
2960,HEK 293
2961,HeLa
2962,RT4
2963,HEK 293
2964,CACO-2
2965,CACO-2
2966,CACO-2
2967,RT4
2968,U-2 OS
2969,RT4
2970,MCF7
2971,MCF7
2972,RT4
2973,CACO-2
2974,CACO-2
2975,HEK 293
2976,HeLa
2977,CACO-2
2978,CACO-2
2979,U-2 OS
2980,RT4
2981,U-2 OS
2982,RT4
2983,PC-3
2984,U-2 OS
2985,RT4
2986,U-251 MG
2987,A549
2988,RT4
2989,PC-3
2990,PC-3
2991,CACO-2
2992,CACO-2
2993,CACO-2
2994,HEK 293
2995,U-251 MG
2996,U-251 MG
2997,U-251 MG
2998,MCF7
2999,A549
3000,RT4
3001,MCF7
3002,RT4
3003,RT4
3004,HEK 293
3005,U-251 MG
3006,U-2 OS
3007,U-251 MG
3008,U-251 MG
3009,CACO-2
3010,RT4
3011,PC-3
3012,HEK 293
3013,RT4
3014,PC-3
3015,CACO-2
3016,HEK 293
3017,A549
3018,CACO-2
3019,U-2 OS
3020,HEK 293
3021,MCF7
3022,U-251 MG
3023,HEK 293
3024,RT4
3025,HEK 293
3026,HEK 293
3027,PC-3
3028,U-251 MG
3029,PC-3
3030,CACO-2
3031,RT4
3032,U-251 MG
3033,U-251 MG
3034,RT4
3035,CACO-2
3036,CACO-2
3037,RT4
3038,RT4
3039,RT4
3040,MCF7
3041,CACO-2
3042,A549
3043,CACO-2
3044,RT4
3045,U-2 OS
3046,HeLa
3047,U-251 MG
3048,CACO-2
3049,U-251 MG
3050,CACO-2
3051,MCF7
3052,HEK 293
3053,HEK 293
3054,PC-3
3055,RT4
3056,HEK 293
3057,U-2 OS
3058,U-251 MG
3059,RT4
3060,CACO-2
3061,MCF7
3062,CACO-2
3063,PC-3
3064,HEK 293
3065,U-251 MG
3066,RT4
3067,MCF7
3068,A549
3069,A549
3070,U-2 OS
3071,MCF7
3072,U-251 MG
3073,CACO-2
3074,U-251 MG
3075,RT4
3076,CACO-2
3077,U-251 MG
3078,CACO-2
3079,A549
3080,U-251 MG
3081,RT4
3082,RT4
3083,RT4
3084,CACO-2
3085,MCF7
3086,CACO-2
3087,MCF7
3088,RT4
3089,U-251 MG
3090,RT4
3091,CACO-2
3092,RT4
3093,U-251 MG
3094,U-2 OS
3095,U-2 OS
3096,A549
3097,CACO-2
3098,CACO-2
3099,MCF7
3100,HeLa
3101,RT4
3102,U-2 OS
3103,MCF7
3104,MCF7
3105,U-2 OS
3106,MCF7
3107,U-2 OS
3108,PC-3
3109,RT4
3110,PC-3
3111,RT4
3112,MCF7
3113,RT4
3114,U-2 OS
3115,HeLa
3116,U-251 MG
3117,RT4
3118,RT4
3119,RT4
3120,RT4
3121,U-251 MG
3122,RT4
3123,HEK 293
3124,RT4
3125,U-251 MG
3126,PC-3
3127,CACO-2
3128,CACO-2
3129,MCF7
3130,A549
3131,RT4
3132,PC-3
3133,U-2 OS
3134,U-251 MG
3135,RT4
3136,HeLa
3137,HEK 293
3138,PC-3
3139,U-251 MG
3140,CACO-2
3141,PC-3
3142,CACO-2
3143,HEK 293
3144,HeLa
3145,HEK 293
3146,CACO-2
3147,MCF7
3148,HeLa
3149,PC-3
3150,HEK 293
3151,U-251 MG
3152,MCF7
3153,HEK 293
3154,PC-3
3155,U-2 OS
3156,PC-3
3157,U-251 MG
3158,CACO-2
3159,U-251 MG
3160,U-2 OS
3161,HEK 293
3162,RT4
3163,HEK 293
3164,RT4
3165,RT4
3166,HeLa
3167,PC-3
3168,HEK 293
3169,CACO-2
3170,MCF7
3171,RT4
3172,HEK 293
3173,RT4
3174,RT4
3175,MCF7
3176,RT4
3177,U-2 OS
3178,RT4
3179,CACO-2
3180,CACO-2
3181,MCF7
3182,A549
3183,RT4
3184,HeLa
3185,A549
3186,RT4
3187,PC-3
3188,PC-3
3189,HeLa
3190,CACO-2
3191,MCF7
3192,U-2 OS
3193,RT4
3194,U-251 MG
3195,RT4
3196,CACO-2
3197,HeLa
3198,RT4
3199,U-2 OS
3200,CACO-2
3201,PC-3
3202,RT4
3203,MCF7
3204,PC-3
3205,U-251 MG
3206,RT4
3207,CACO-2
3208,U-251 MG
3209,PC-3
3210,RT4
3211,HEK 293
3212,RT4
3213,RT4
3214,CACO-2
3215,RT4
3216,RT4
3217,U-2 OS
3218,U-251 MG
3219,MCF7
3220,PC-3
3221,MCF7
3222,CACO-2
3223,PC-3
3224,HEK 293
3225,MCF7
3226,U-251 MG
3227,RT4
3228,RT4
3229,HeLa
3230,A549
3231,U-2 OS
3232,RT4
3233,HEK 293
3234,U-2 OS
3235,CACO-2
3236,U-2 OS
3237,MCF7
3238,U-251 MG
3239,RT4
3240,RT4
3241,HEK 293
3242,A549
3243,U-251 MG
3244,A549
3245,U-2 OS
3246,HEK 293
3247,MCF7
3248,CACO-2
3249,CACO-2
3250,PC-3
3251,U-251 MG
3252,U-2 OS
3253,MCF7
3254,HEK 293
3255,PC-3
3256,A549
3257,RT4
3258,A549
3259,HEK 293
3260,RT4
3261,HEK 293
3262,CACO-2
3263,HEK 293
3264,A549
3265,U-2 OS
3266,HEK 293
3267,HEK 293
3268,RT4
3269,RT4
3270,MCF7
3271,RT4
3272,CACO-2
3273,U-251 MG
3274,MCF7
3275,RT4
3276,CACO-2
3277,MCF7
3278,A549
3279,HEK 293
3280,PC-3
3281,HEK 293
3282,CACO-2
3283,HeLa
3284,MCF7
3285,U-251 MG
3286,CACO-2
3287,HEK 293
3288,RT4
3289,CACO-2
3290,A549
3291,HEK 293
3292,U-251 MG
3293,U-2 OS
3294,CACO-2
3295,RT4
3296,MCF7
3297,RT4
3298,MCF7
3299,CACO-2
3300,RT4
3301,PC-3
3302,RT4
3303,RT4
3304,HEK 293
3305,RT4
3306,HEK 293
3307,CACO-2
3308,CACO-2
3309,PC-3
3310,U-2 OS
3311,RT4
3312,MCF7
3313,CACO-2
3314,U-2 OS
3315,MCF7
3316,MCF7
3317,HEK 293
3318,PC-3
3319,RT4
3320,MCF7
3321,U-2 OS
3322,RT4
3323,U-251 MG
3324,MCF7
3325,HEK 293
3326,RT4
3327,MCF7
3328,CACO-2
3329,HEK 293
3330,U-251 MG
3331,RT4
3332,PC-3
3333,RT4
3334,A549
3335,HeLa
3336,CACO-2
3337,PC-3
3338,RT4
3339,RT4
3340,CACO-2
3341,U-251 MG
3342,RT4
3343,RT4
3344,CACO-2
3345,RT4
3346,HEK 293
3347,CACO-2
3348,RT4
3349,RT4
3350,MCF7
3351,U-2 OS
3352,HEK 293
3353,CACO-2
3354,HEK 293
3355,HEK 293
3356,CACO-2
3357,CACO-2
3358,MCF7
3359,RT4
3360,A549
3361,U-2 OS
3362,RT4
3363,A549
3364,HEK 293
3365,HeLa
3366,CACO-2
3367,HEK 293
3368,RT4
3369,RT4
3370,RT4
3371,RT4
3372,U-2 OS
3373,U-251 MG
3374,CACO-2
3375,RT4
3376,RT4
3377,CACO-2
3378,PC-3
3379,CACO-2
3380,HEK 293
3381,A549
3382,A549
3383,U-2 OS
3384,PC-3
3385,A549
3386,A549
3387,HEK 293
3388,MCF7
3389,MCF7
3390,A549
3391,CACO-2
3392,MCF7
3393,RT4
3394,HeLa
3395,RT4
3396,PC-3
3397,A549
3398,CACO-2
3399,HEK 293
3400,U-251 MG
3401,RT4
3402,RT4
3403,HEK 293
3404,U-2 OS
3405,CACO-2
3406,CACO-2
3407,RT4
3408,CACO-2
3409,A549
3410,PC-3
3411,CACO-2
3412,MCF7
3413,HeLa
3414,HEK 293
3415,HeLa
3416,RT4
3417,MCF7
3418,U-2 OS
3419,CACO-2
3420,HEK 293
3421,CACO-2
3422,HeLa
3423,CACO-2
3424,CACO-2
3425,U-251 MG
3426,HeLa
3427,HEK 293
3428,HEK 293
3429,RT4
3430,HEK 293
3431,HEK 293
3432,PC-3
3433,A549
3434,U-2 OS
3435,RT4
3436,RT4
3437,MCF7
3438,HeLa
3439,U-2 OS
3440,PC-3
3441,A549
3442,RT4
3443,RT4
3444,MCF7
3445,CACO-2
3446,RT4
3447,HeLa
3448,HEK 293
3449,CACO-2
3450,HEK 293
3451,MCF7
3452,RT4
3453,HEK 293
3454,U-2 OS
3455,MCF7
3456,CACO-2
3457,HEK 293
3458,A549
3459,U-2 OS
3460,A549
3461,CACO-2
3462,U-2 OS
3463,RT4
3464,HEK 293
3465,MCF7
3466,HEK 293
3467,CACO-2
3468,RT4
3469,U-2 OS
3470,HEK 293
3471,CACO-2
3472,MCF7
3473,PC-3
3474,HEK 293
3475,CACO-2
3476,HEK 293
3477,MCF7
3478,U-251 MG
3479,MCF7
3480,MCF7
3481,RT4
3482,HeLa
3483,HEK 293
3484,MCF7
3485,PC-3
3486,MCF7
3487,RT4
3488,RT4
3489,CACO-2
